Candidate Name,Party Name,Office Name,Town Name,Vote Totals,Local District
Simmons and Dow,Write In,Presidential Electors for,Old Lyme,0,Lyme-Old Lyme Middle School Gymnasium
Simmons and Roze,Write In,Presidential Electors for,Old Lyme,0,Lyme-Old Lyme Middle School Gymnasium
Weinstein and Weinstein,Write In,Presidential Electors for,Old Lyme,0,Lyme-Old Lyme Middle School Gymnasium
Wells and Wells,Write In,Presidential Electors for,Old Lyme,0,Lyme-Old Lyme Middle School Gymnasium
West and Tidball,Write In,Presidential Electors for,Old Lyme,0,Lyme-Old Lyme Middle School Gymnasium
Biden and Harris,Democratic Party,Presidential Electors for,Old Saybrook,2476,Old Saybrook High School Gymnasium
Trump and Pence,Republican Party,Presidential Electors for,Old Saybrook,1701,Old Saybrook High School Gymnasium
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Old Saybrook,34,Old Saybrook High School Gymnasium
Hawkins and Walker,Green Party,Presidential Electors for,Old Saybrook,19,Old Saybrook High School Gymnasium
Carroll and Patel,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook High School Gymnasium
Charles and Wallace,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook High School Gymnasium
De La Fuenta and Richardson,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook High School Gymnasium
Howard and Howard,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook High School Gymnasium
Klojzy and LeMay,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook High School Gymnasium
Simmons and Dow,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook High School Gymnasium
Simmons and Roze,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook High School Gymnasium
Weinstein and Weinstein,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook High School Gymnasium
Wells and Wells,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook High School Gymnasium
West and Tidball,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook High School Gymnasium
Biden and Harris,Democratic Party,Presidential Electors for,Old Saybrook,1777,Old Saybrook Middle School Gymnasium
Trump and Pence,Republican Party,Presidential Electors for,Old Saybrook,1294,Old Saybrook Middle School Gymnasium
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Old Saybrook,33,Old Saybrook Middle School Gymnasium
Hawkins and Walker,Green Party,Presidential Electors for,Old Saybrook,9,Old Saybrook Middle School Gymnasium
Carroll and Patel,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook Middle School Gymnasium
Charles and Wallace,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook Middle School Gymnasium
De La Fuenta and Richardson,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook Middle School Gymnasium
Howard and Howard,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook Middle School Gymnasium
Klojzy and LeMay,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook Middle School Gymnasium
Simmons and Dow,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook Middle School Gymnasium
Simmons and Roze,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook Middle School Gymnasium
Weinstein and Weinstein,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook Middle School Gymnasium
Wells and Wells,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook Middle School Gymnasium
West and Tidball,Write In,Presidential Electors for,Old Saybrook,0,Old Saybrook Middle School Gymnasium
Biden and Harris,Democratic Party,Presidential Electors for,Orange,2706,High Plains Community Center Gym
Trump and Pence,Republican Party,Presidential Electors for,Orange,2459,High Plains Community Center Gym
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Orange,47,High Plains Community Center Gym
Hawkins and Walker,Green Party,Presidential Electors for,Orange,21,High Plains Community Center Gym
Carroll and Patel,Write In,Presidential Electors for,Orange,0,High Plains Community Center Gym
Charles and Wallace,Write In,Presidential Electors for,Orange,0,High Plains Community Center Gym
De La Fuenta and Richardson,Write In,Presidential Electors for,Orange,0,High Plains Community Center Gym
Howard and Howard,Write In,Presidential Electors for,Orange,0,High Plains Community Center Gym
Klojzy and LeMay,Write In,Presidential Electors for,Orange,0,High Plains Community Center Gym
Simmons and Dow,Write In,Presidential Electors for,Orange,0,High Plains Community Center Gym
Simmons and Roze,Write In,Presidential Electors for,Orange,0,High Plains Community Center Gym
Weinstein and Weinstein,Write In,Presidential Electors for,Orange,0,High Plains Community Center Gym
Wells and Wells,Write In,Presidential Electors for,Orange,0,High Plains Community Center Gym
West and Tidball,Write In,Presidential Electors for,Orange,2,High Plains Community Center Gym
Biden and Harris,Democratic Party,Presidential Electors for,Orange,1085,High Plains Community Center Senior Cafeteria
Trump and Pence,Republican Party,Presidential Electors for,Orange,965,High Plains Community Center Senior Cafeteria
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Orange,20,High Plains Community Center Senior Cafeteria
Hawkins and Walker,Green Party,Presidential Electors for,Orange,7,High Plains Community Center Senior Cafeteria
Carroll and Patel,Write In,Presidential Electors for,Orange,0,High Plains Community Center Senior Cafeteria
Charles and Wallace,Write In,Presidential Electors for,Orange,0,High Plains Community Center Senior Cafeteria
De La Fuenta and Richardson,Write In,Presidential Electors for,Orange,0,High Plains Community Center Senior Cafeteria
Howard and Howard,Write In,Presidential Electors for,Orange,0,High Plains Community Center Senior Cafeteria
Klojzy and LeMay,Write In,Presidential Electors for,Orange,0,High Plains Community Center Senior Cafeteria
Simmons and Dow,Write In,Presidential Electors for,Orange,0,High Plains Community Center Senior Cafeteria
Simmons and Roze,Write In,Presidential Electors for,Orange,0,High Plains Community Center Senior Cafeteria
Weinstein and Weinstein,Write In,Presidential Electors for,Orange,0,High Plains Community Center Senior Cafeteria
Wells and Wells,Write In,Presidential Electors for,Orange,0,High Plains Community Center Senior Cafeteria
West and Tidball,Write In,Presidential Electors for,Orange,0,High Plains Community Center Senior Cafeteria
Biden and Harris,Democratic Party,Presidential Electors for,Orange,1025,High Plains Community Center South Wing Room 3
Trump and Pence,Republican Party,Presidential Electors for,Orange,893,High Plains Community Center South Wing Room 3
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Orange,11,High Plains Community Center South Wing Room 3
Hawkins and Walker,Green Party,Presidential Electors for,Orange,10,High Plains Community Center South Wing Room 3
Carroll and Patel,Write In,Presidential Electors for,Orange,2,High Plains Community Center South Wing Room 3
Charles and Wallace,Write In,Presidential Electors for,Orange,0,High Plains Community Center South Wing Room 3
De La Fuenta and Richardson,Write In,Presidential Electors for,Orange,0,High Plains Community Center South Wing Room 3
Howard and Howard,Write In,Presidential Electors for,Orange,0,High Plains Community Center South Wing Room 3
Klojzy and LeMay,Write In,Presidential Electors for,Orange,0,High Plains Community Center South Wing Room 3
Simmons and Dow,Write In,Presidential Electors for,Orange,0,High Plains Community Center South Wing Room 3
Simmons and Roze,Write In,Presidential Electors for,Orange,0,High Plains Community Center South Wing Room 3
Weinstein and Weinstein,Write In,Presidential Electors for,Orange,0,High Plains Community Center South Wing Room 3
Wells and Wells,Write In,Presidential Electors for,Orange,0,High Plains Community Center South Wing Room 3
West and Tidball,Write In,Presidential Electors for,Orange,0,High Plains Community Center South Wing Room 3
Biden and Harris,Democratic Party,Presidential Electors for,Oxford,3269,Quaker Farms School
Trump and Pence,Republican Party,Presidential Electors for,Oxford,5118,Quaker Farms School
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Oxford,107,Quaker Farms School
Hawkins and Walker,Green Party,Presidential Electors for,Oxford,17,Quaker Farms School
Carroll and Patel,Write In,Presidential Electors for,Oxford,0,Quaker Farms School
Charles and Wallace,Write In,Presidential Electors for,Oxford,0,Quaker Farms School
De La Fuenta and Richardson,Write In,Presidential Electors for,Oxford,1,Quaker Farms School
Howard and Howard,Write In,Presidential Electors for,Oxford,0,Quaker Farms School
Klojzy and LeMay,Write In,Presidential Electors for,Oxford,0,Quaker Farms School
Simmons and Dow,Write In,Presidential Electors for,Oxford,0,Quaker Farms School
Simmons and Roze,Write In,Presidential Electors for,Oxford,0,Quaker Farms School
Weinstein and Weinstein,Write In,Presidential Electors for,Oxford,0,Quaker Farms School
Wells and Wells,Write In,Presidential Electors for,Oxford,0,Quaker Farms School
West and Tidball,Write In,Presidential Electors for,Oxford,2,Quaker Farms School
Biden and Harris,Democratic Party,Presidential Electors for,Plainfield,722,1 Town Hall
Trump and Pence,Republican Party,Presidential Electors for,Plainfield,1026,1 Town Hall
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Plainfield,20,1 Town Hall
Hawkins and Walker,Green Party,Presidential Electors for,Plainfield,8,1 Town Hall
Carroll and Patel,Write In,Presidential Electors for,Plainfield,0,1 Town Hall
Charles and Wallace,Write In,Presidential Electors for,Plainfield,0,1 Town Hall
De La Fuenta and Richardson,Write In,Presidential Electors for,Plainfield,0,1 Town Hall
Howard and Howard,Write In,Presidential Electors for,Plainfield,0,1 Town Hall
Klojzy and LeMay,Write In,Presidential Electors for,Plainfield,0,1 Town Hall
Simmons and Dow,Write In,Presidential Electors for,Plainfield,0,1 Town Hall
Simmons and Roze,Write In,Presidential Electors for,Plainfield,0,1 Town Hall
Weinstein and Weinstein,Write In,Presidential Electors for,Plainfield,0,1 Town Hall
Wells and Wells,Write In,Presidential Electors for,Plainfield,0,1 Town Hall
West and Tidball,Write In,Presidential Electors for,Plainfield,0,1 Town Hall
Biden and Harris,Democratic Party,Presidential Electors for,Plainfield,579,1a Town Hall
Trump and Pence,Republican Party,Presidential Electors for,Plainfield,800,1a Town Hall
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Plainfield,21,1a Town Hall
Hawkins and Walker,Green Party,Presidential Electors for,Plainfield,4,1a Town Hall
Carroll and Patel,Write In,Presidential Electors for,Plainfield,0,1a Town Hall
Charles and Wallace,Write In,Presidential Electors for,Plainfield,0,1a Town Hall
De La Fuenta and Richardson,Write In,Presidential Electors for,Plainfield,0,1a Town Hall
Howard and Howard,Write In,Presidential Electors for,Plainfield,0,1a Town Hall
Klojzy and LeMay,Write In,Presidential Electors for,Plainfield,0,1a Town Hall
Simmons and Dow,Write In,Presidential Electors for,Plainfield,0,1a Town Hall
Simmons and Roze,Write In,Presidential Electors for,Plainfield,0,1a Town Hall
Weinstein and Weinstein,Write In,Presidential Electors for,Plainfield,0,1a Town Hall
Wells and Wells,Write In,Presidential Electors for,Plainfield,0,1a Town Hall
West and Tidball,Write In,Presidential Electors for,Plainfield,0,1a Town Hall
Biden and Harris,Democratic Party,Presidential Electors for,Plainfield,365,2 Central Village Fire Station
Trump and Pence,Republican Party,Presidential Electors for,Plainfield,537,2 Central Village Fire Station
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Plainfield,21,2 Central Village Fire Station
Hawkins and Walker,Green Party,Presidential Electors for,Plainfield,2,2 Central Village Fire Station
Carroll and Patel,Write In,Presidential Electors for,Plainfield,0,2 Central Village Fire Station
Charles and Wallace,Write In,Presidential Electors for,Plainfield,0,2 Central Village Fire Station
De La Fuenta and Richardson,Write In,Presidential Electors for,Plainfield,0,2 Central Village Fire Station
Howard and Howard,Write In,Presidential Electors for,Plainfield,0,2 Central Village Fire Station
Klojzy and LeMay,Write In,Presidential Electors for,Plainfield,0,2 Central Village Fire Station
Simmons and Dow,Write In,Presidential Electors for,Plainfield,0,2 Central Village Fire Station
Simmons and Roze,Write In,Presidential Electors for,Plainfield,0,2 Central Village Fire Station
Weinstein and Weinstein,Write In,Presidential Electors for,Plainfield,0,2 Central Village Fire Station
Wells and Wells,Write In,Presidential Electors for,Plainfield,0,2 Central Village Fire Station
West and Tidball,Write In,Presidential Electors for,Plainfield,0,2 Central Village Fire Station
Biden and Harris,Democratic Party,Presidential Electors for,Plainfield,972,3 Moosup Fire Station
Trump and Pence,Republican Party,Presidential Electors for,Plainfield,1303,3 Moosup Fire Station
Jorgensen and Cohen,Libertarian Party,Presidential Electors for,Plainfield,45,3 Moosup Fire Station
Hawkins and Walker,Green Party,Presidential Electors for,Plainfield,17,3 Moosup Fire Station
Carroll and Patel,Write In,Presidential Electors for,Plainfield,0,3 Moosup Fire Station
Charles and Wallace,Write In,Presidential Electors for,Plainfield,0,3 Moosup Fire Station
De La Fuenta and Richardson,Write In,Presidential Electors for,Plainfield,0,3 Moosup Fire Station
